source_row,url,headline,clean_headline,label,fold,score_nbc,predicted_label,correct,error_direction,margin_from_threshold,confidence_margin,headline_length,word_count,has_quote,has_question,has_digit,topic_politics,topic_crime,topic_world,topic_health,topic_business,topic_culture,topic
1678,https://www.foxnews.com/sports/guardians-use-long-ball-pull-off-miraculous-walk-off-win-after-squandering-late-lead,Guardians use long ball to pull off miraculous walk off win after squandering late lead,guardians use long ball to pull off miraculous walk off win after squandering late lead,FoxNews,2,0.19051268651559572,NBC,False,FoxNews->NBC,0.23389165155520142,0.23389165155520142,87,15,False,False,False,False,False,False,False,False,False,other
3066,https://www.nbcnews.com/news/us-news/surveillance-video-trump-golf-course-seized-apparent-assassination-att-rcna171815,Security video near Trump golf course seized after apparent assassination attempt,security video near trump golf course seized after apparent assassination attempt,NBC,1,-0.27599679376091046,FoxNews,False,NBC->FoxNews,-0.23261782872130476,0.23261782872130476,81,11,False,False,False,True,False,False,False,False,False,politics
2629,https://www.nbcnews.com/news/world/ship-attack-houthi-red-sea-uss-eisenhower-rcna158406,Yemen’s Houthi rebels target ship in the Gulf of Aden as the Eisenhower aircraft carrier heads home,yemen's houthi rebels target ship in the gulf of aden as the eisenhower aircraft carrier heads home,NBC,1,-0.2722043944189869,FoxNews,False,NBC->FoxNews,-0.22882542937938122,0.22882542937938122,99,18,False,False,False,False,False,False,False,False,False,other
993,https://www.foxnews.com/politics/swing-state-voters-tell-nyt-ditching-biden-trump-2024,Swing state voters tell NYT why they're ditching Biden for Trump in 2024,swing state voters tell nyt why they're ditching biden for trump in 2024,FoxNews,4,0.18482760508146812,NBC,False,FoxNews->NBC,0.22820657012107382,0.22820657012107382,72,14,True,False,True,True,False,False,False,False,False,politics
2574,https://www.nbcnews.com/politics/2024-election/charlie-kirk-turning-point-donald-trump-christian-nationalism-rcna156565,Charlie Kirk once pushed a 'secular worldview.' Now he's fighting to make America Christian again.,charlie kirk once pushed a 'secular worldview.' now he's fighting to make america christian again.,NBC,4,-0.2714002847750556,FoxNews,False,NBC->FoxNews,-0.22802131973544992,0.22802131973544992,98,16,True,False,False,False,False,False,False,False,False,other
2902,https://www.nbcnews.com/news/latino/sad-worried-inconsolable-earthquake-triggers-anxiety-puerto-rico-post-hurricane-n1112441,"'Sad, worried, inconsolable': Earthquakes trigger anxiety in Puerto Rico, post Hurricane Maria","'sad, worried, inconsolable': earthquakes trigger anxiety in puerto rico, post hurricane maria",NBC,2,-0.2691354106309949,FoxNews,False,NBC->FoxNews,-0.2257564455913892,0.2257564455913892,94,12,True,False,False,False,False,False,False,False,False,other
3510,https://www.nbcnews.com/politics/justice-department/reagan-appointed-judge-warns-gops-preposterous-claims-jan-6-pose-threa-rcna135754,Reagan appointed judge warns GOP's 'preposterous' claims about Jan. 6 could pose threat,reagan appointed judge warns gop's 'preposterous' claims about jan. 6 could pose threat,NBC,4,-0.2687230475703237,FoxNews,False,NBC->FoxNews,-0.22534408253071803,0.22534408253071803,87,14,True,False,True,True,False,False,False,False,False,politics
3064,https://www.nbcnews.com/politics/2024-election/rick-scott-debbie-mucarsel-powell-florida-primary-senate-rcna167143,GOP Sen. Rick Scott to face off against Democrat Debbie Mucarsel Powell in Florida,gop sen. rick scott to face off against democrat debbie mucarsel powell in florida,NBC,3,-0.26638732657275876,FoxNews,False,NBC->FoxNews,-0.22300836153315307,0.22300836153315307,82,14,False,False,False,True,False,False,False,False,False,politics
1064,https://www.foxnews.com/politics/trans-inmate-who-killed-baby-identifies-muslim-woman-sues-chaplain-allegedly-not-allowing-hijab,Trans inmate who killed baby and identifies as Muslim woman sues chaplain for allegedly not allowing hijab,trans inmate who killed baby and identifies as muslim woman sues chaplain for allegedly not allowing hijab,FoxNews,4,0.1795903333794857,NBC,False,FoxNews->NBC,0.2229692984190914,0.2229692984190914,106,17,False,False,False,False,True,False,False,False,False,crime
170,https://www.foxnews.com/politics/trump-keeps-massive-lead-haley-ties-desantis-second-new-2024-gop-presidential-primary-poll,"Trump keeps massive lead, Haley ties DeSantis for second in new 2024 GOP presidential primary poll","trump keeps massive lead, haley ties desantis for second in new 2024 gop presidential primary poll",FoxNews,3,0.17885860598360503,NBC,False,FoxNews->NBC,0.22223757102321073,0.22223757102321073,98,16,False,False,True,True,False,False,False,False,False,politics
1753,https://www.foxnews.com/us/florida-police-department-invites-public-to-homeless-veterans-funeral.print,Florida police department invites public to homeless veteran's funeral,florida police department invites public to homeless veteran's funeral,FoxNews,5,0.17873867991258807,NBC,False,FoxNews->NBC,0.22211764495219377,0.22211764495219377,70,10,True,False,False,False,True,False,False,False,False,crime
1527,https://www.foxnews.com/tech/robot-cook-burger-less-60-seconds,This robot can cook a burger in less than 60 seconds,this robot can cook a burger in less than 60 seconds,FoxNews,1,0.17768214783725123,NBC,False,FoxNews->NBC,0.22106111287685692,0.22106111287685692,52,11,False,False,True,False,False,False,False,False,False,other
2654,https://www.nbcnews.com/news/world/palestinian-father-miracle-daughters-gaza-israel-airstrike-rcna135034,Father hails ‘miracle’ daughters who were pulled from rubble after Israeli strike,father hails 'miracle' daughters who were pulled from rubble after israeli strike,NBC,5,-0.26411573617459516,FoxNews,False,NBC->FoxNews,-0.22073677113498946,0.22073677113498946,81,12,False,False,False,False,False,False,False,False,False,other
1852,https://www.foxnews.com/world/israel-strikes-hezbollah-targets-lebanon-after-two-rounds-device-explosions,Israel strikes Hezbollah targets in Lebanon after two rounds of device explosions,israel strikes hezbollah targets in lebanon after two rounds of device explosions,FoxNews,4,0.17684841979542565,NBC,False,FoxNews->NBC,0.22022738483503135,0.22022738483503135,81,12,False,False,False,False,False,True,False,False,False,world
327,https://www.foxnews.com/media/ex-obama-adviser-axelrod-argues-trump-incumbent-race-harris-turn-page-candidate.print,"Ex Obama adviser Axelrod argues Trump is incumbent in the race, Harris is 'turn the page' candidate","ex obama adviser axelrod argues trump is incumbent in the race, harris is 'turn the page' candidate",FoxNews,2,0.17607728120259414,NBC,False,FoxNews->NBC,0.21945624624219984,0.21945624624219984,99,17,True,False,False,True,False,False,False,False,False,politics
2516,https://www.nbcnews.com/nbc-out/out-news/california-store-owner-mother-nine-shot-killed-pride-flag-displayed-sh-rcna100849,"California store owner, mother of 9, fatally shot over a Pride flag displayed in her shop","california store owner, mother of 9, fatally shot over a pride flag displayed in her shop",NBC,5,-0.26263362163756065,FoxNews,False,NBC->FoxNews,-0.21925465659795496,0.21925465659795496,89,16,False,False,True,False,False,False,False,False,False,other
1977,https://www.foxnews.com/politics/ohio-haitian-community-leader-argues-america-should-open-country-everybody.print,Ohio Haitian community leader argues ‘America should be an open country for everybody’,ohio haitian community leader argues 'america should be an open country for everybody',FoxNews,2,0.17563300157571504,NBC,False,FoxNews->NBC,0.21901196661532074,0.21901196661532074,86,13,False,False,False,False,False,False,False,False,False,other
2691,https://www.nbcnews.com/news/world/israel-lebanon-ground-invasion-rcna172913,Israel launches invasion into southern Lebanon targeting Hezbollah,israel launches invasion into southern lebanon targeting hezbollah,NBC,5,-0.26120339210014776,FoxNews,False,NBC->FoxNews,-0.21782442706054206,0.21782442706054206,66,8,False,False,False,False,False,True,False,False,False,world
3293,https://www.nbcnews.com/pop-culture/celebrity/psych-star-dul-hill-hollywood-diversity-legacy-west-wing-n1232192,'Psych' star Dulé Hill on Hollywood diversity and the legacy of 'The West Wing','psych' star dulé hill on hollywood diversity and the legacy of 'the west wing',NBC,3,-0.2610179273629203,FoxNews,False,NBC->FoxNews,-0.2176389623233146,0.2176389623233146,79,14,True,False,False,False,False,False,False,False,True,culture
898,https://foxnews.com/politics/harris-claims-trump-abortion-platform-makes-no-exception-moments-after-trump-says-opposite-absolute-lie,"Harris claims Trump abortion platform makes ‘no exception,’ moments after Trump says the opposite","harris claims trump abortion platform makes 'no exception,' moments after trump says the opposite",FoxNews,2,0.1742229615172992,NBC,False,FoxNews->NBC,0.2176019265569049,0.2176019265569049,97,14,False,False,False,True,False,False,False,False,False,politics
3548,https://www.nbcnews.com/politics/2024-election/harris-calls-trumps-tariff-proposals-sales-tax-american-people-rcna172627,Harris calls Trump’s tariff proposals a ‘sales tax on the American people’,harris calls trump's tariff proposals a 'sales tax on the american people',NBC,1,-0.25772233369994035,FoxNews,False,NBC->FoxNews,-0.21434336866033465,0.21434336866033465,74,13,False,False,False,True,False,False,False,True,False,politics
1096,https://www.foxnews.com/politics/sen-joe-manchin-calls-biden-step-aside-pass-torch-a-new-generation,"Sen. Joe Manchin calls on Biden to step aside, pass torch to 'a new generation'","sen. joe manchin calls on biden to step aside, pass torch to 'a new generation'",FoxNews,2,0.1702859123857663,NBC,False,FoxNews->NBC,0.213664877425372,0.213664877425372,79,15,True,False,False,True,False,False,False,False,False,politics
2379,https://www.nbcnews.com/politics/2024-election/-form-therapy-kamala-harris-sips-beers-jokes-talk-show-tour-rcna174738,'My form of therapy': Kamala Harris sips beers and jokes in talk show tour,'my form of therapy': kamala harris sips beers and jokes in talk show tour,NBC,4,-0.2565301330589076,FoxNews,False,NBC->FoxNews,-0.2131511680193019,0.2131511680193019,74,14,True,False,False,False,False,False,False,False,False,other
3509,https://www.nbcnews.com/news/world/live-blog/israel-hezbollah-live-updates-hamas-leader-lebanon-killed-strike-hits-rcna173218,"Israeli forces begin 'targeted' ground operation in Lebanon, IDF says","israeli forces begin 'targeted' ground operation in lebanon, idf says",NBC,3,-0.2559717790968665,FoxNews,False,NBC->FoxNews,-0.21259281405726083,0.21259281405726083,69,10,True,False,False,False,False,False,False,False,False,other
591,https://www.foxnews.com/politics/judge-orders-more-jack-smith-trump-investigation-docs-made-public-ahead-election,Judge orders more Jack Smith Trump investigation docs to be made public ahead of election,judge orders more jack smith trump investigation docs to be made public ahead of election,FoxNews,2,0.16887890854990228,NBC,False,FoxNews->NBC,0.21225787358950798,0.21225787358950798,89,15,False,False,False,True,False,False,False,False,False,politics
45,https://www.foxnews.com/politics/secret-service-protocol-changed-amid-presidential-assassination-attempts-through-years,How Secret Service protocol has changed amid presidential assassination attempts through the years,how secret service protocol has changed amid presidential assassination attempts through the years,FoxNews,3,0.16864532149602507,NBC,False,FoxNews->NBC,0.21202428653563077,0.21202428653563077,98,13,False,False,False,False,False,False,False,False,False,other
1617,https://www.foxnews.com/health/ask-doc-why-ears-ringing-should-see-doctor,"Ask a doctor: ‘Why are my ears ringing, and should I see a physician?’","ask a doctor: 'why are my ears ringing, and should i see a physician?'",FoxNews,2,0.1667817696674494,NBC,False,FoxNews->NBC,0.2101607347070551,0.2101607347070551,70,14,False,True,False,False,False,False,True,False,False,health
489,https://www.foxnews.com/tech/elon-musk-unveils-teslas-robovan-robotaxi-humanoid-robots,"Elon Musk unveils Tesla's Robovan, Robotaxi, humanoid robots","elon musk unveils tesla's robovan, robotaxi, humanoid robots",FoxNews,1,0.1662815573951657,NBC,False,FoxNews->NBC,0.2096605224347714,0.2096605224347714,60,9,True,False,False,False,False,False,False,False,False,other
1867,https://www.foxnews.com/politics/iran-trying-sabotage-trumps-presidential-campaign-us-intelligence,Iran trying to sabotage Trump's presidential campaign: US intelligence,iran trying to sabotage trump's presidential campaign: us intelligence,FoxNews,2,0.16591287332675875,NBC,False,FoxNews->NBC,0.20929183836636445,0.20929183836636445,70,10,True,False,False,True,False,True,False,False,False,politics
3686,https://www.nbcnews.com/politics/2024-election/poll-harris-trump-democrats-advantage-latino-voters-continues-shrink-rcna172686,Poll: Democrats' advantage with Latino voters continues to shrink,poll: democrats' advantage with latino voters continues to shrink,NBC,3,-0.2522724733765058,FoxNews,False,NBC->FoxNews,-0.20889350833690012,0.20889350833690012,65,9,True,False,False,False,False,False,False,False,False,other
1310,https://www.foxnews.com/politics/biden-iraq-afghanistan-about-40-times-administration-says-its-half-of-that,"Biden repeats false claim about trips to Iraq and Afghanistan, this time to graduating midshipmen","biden repeats false claim about trips to iraq and afghanistan, this time to graduating midshipmen",FoxNews,4,0.16339165333740358,NBC,False,FoxNews->NBC,0.20677061837700927,0.20677061837700927,97,15,False,False,False,True,False,False,False,False,False,politics
1467,https://www.foxnews.com/us/trump-assassination-suspect-wrote-chilling-letter-months-before-golf-course-plot-i-failed-you.print,Trump assassination suspect wrote chilling letter months before golf course plot,trump assassination suspect wrote chilling letter months before golf course plot,FoxNews,3,0.16235632890053142,NBC,False,FoxNews->NBC,0.20573529394013712,0.20573529394013712,80,11,False,False,False,True,True,False,False,False,False,politics
1956,https://www.foxnews.com/health/ellen-degeneres-osteoporosis-heres-what-know-painful-bone-condition.print,Ellen DeGeneres has osteoporosis: Here's what to know about the painful bone condition,ellen degeneres has osteoporosis: here's what to know about the painful bone condition,FoxNews,4,0.16214942971151125,NBC,False,FoxNews->NBC,0.20552839475111695,0.20552839475111695,86,14,True,False,False,False,False,False,False,False,False,other
494,https://www.foxnews.com/lifestyle/faith-leader-says-parents-should-not-trust-world-teach-kids-about-god,Faith leader says parents 'should not trust the world to teach their kids about God',faith leader says parents 'should not trust the world to teach their kids about god',FoxNews,2,0.1612696452185145,NBC,False,FoxNews->NBC,0.2046486102581202,0.2046486102581202,84,15,True,False,False,False,False,False,False,False,False,other
945,https://www.foxnews.com/auto/jeep-saluting-u-s-military-veterans-cash-back-deal,"Jeep saluting US military and veterans with $1,000 cash back deal","jeep saluting us military and veterans with $1,000 cash back deal",FoxNews,5,0.1595997179497568,NBC,False,FoxNews->NBC,0.2029786829893625,0.2029786829893625,65,12,False,False,True,False,False,True,False,False,False,world
244,https://www.foxnews.com/politics/louisiana-classifies-abortion-drugs-controlled-dangerous-substances-gov-landry-greenlights-proposal,"Louisiana classifies abortion drugs as controlled, dangerous substances after Gov. Landry greenlights proposal","louisiana classifies abortion drugs as controlled, dangerous substances after gov. landry greenlights proposal",FoxNews,4,0.1594980720621224,NBC,False,FoxNews->NBC,0.2028770371017281,0.2028770371017281,110,13,False,False,False,False,False,False,False,False,False,other
2999,https://www.nbcnews.com/politics/joe-biden/biden-cancels-trip-africa-ahead-hurricane-milton-hitting-florida-rcna174470,Biden postpones trip to Germany and Angola ahead of Hurricane Milton's hitting Florida,biden postpones trip to germany and angola ahead of hurricane milton's hitting florida,NBC,3,-0.24616507791618858,FoxNews,False,NBC->FoxNews,-0.20278611287658288,0.20278611287658288,86,14,True,False,False,True,False,False,False,False,False,politics
2733,https://www.nbcnews.com/politics/2024-election/live-blog/election-2024-live-updates-rcna131517/rcrd29050?canonicalCard=true,Florida Supreme Court will hear GOP challenge to proposed amendment on abortion,florida supreme court will hear gop challenge to proposed amendment on abortion,NBC,5,-0.24580029019888872,FoxNews,False,NBC->FoxNews,-0.20242132515928302,0.20242132515928302,79,12,False,False,False,True,False,False,False,False,False,politics
3439,https://www.nbcnews.com/politics/justice-department/jan-6-committee-staffers-told-preliminary-plan-final-report-focus-larg-rcna56802,"Jan. 6 committee staffers told preliminary plan for final report would focus largely on Trump, not on law enforcement failures, sources say","jan. 6 committee staffers told preliminary plan for final report would focus largely on trump, not on law enforcement failures, sources say",NBC,4,-0.2442155888506352,FoxNews,False,NBC->FoxNews,-0.2008366238110295,0.2008366238110295,139,22,False,False,True,True,False,False,False,False,False,politics
3448,https://www.nbcnews.com/politics/politics-news/appeals-court-rejects-mark-meadows-bid-move-georgia-case-state-court-rcna130058,Appeals court rejects Mark Meadows’ bid to move his Georgia case out of state court,appeals court rejects mark meadows' bid to move his georgia case out of state court,NBC,2,-0.24316624006828347,FoxNews,False,NBC->FoxNews,-0.19978727502867777,0.19978727502867777,83,15,False,False,False,True,False,False,False,False,False,politics
240,https://www.foxnews.com/faith-values/archbishop-canterbury-condemns-gay-marriage-anglican-bishops-remain-divided,"Archbishop of Canterbury condemns gay marriage, but Anglican bishops remain divided","archbishop of canterbury condemns gay marriage, but anglican bishops remain divided",FoxNews,2,0.1557442578613526,NBC,False,FoxNews->NBC,0.1991232229009583,0.1991232229009583,83,11,False,False,False,False,False,False,False,False,False,other
3678,https://www.nbcnews.com/news/world/hamas-hostage-video-hersh-goldberg-polin-wake-up-call-parents-rcna169888,"Final Hamas video of slain hostage Hersh Goldberg Polin should be a 'wake up call,' parents say","final hamas video of slain hostage hersh goldberg polin should be a 'wake up call,' parents say",NBC,4,-0.2424865090966204,FoxNews,False,NBC->FoxNews,-0.1991075440570147,0.1991075440570147,95,17,True,False,False,False,False,False,False,False,False,other
3600,https://www.nbcnews.com/politics/2024-election/harris-deploys-mark-cuban-elon-musk-stumps-trump-rcna175930,Battle of the billionaires: Harris deploys Mark Cuban as Elon Musk stumps for Trump,battle of the billionaires: harris deploys mark cuban as elon musk stumps for trump,NBC,1,-0.24205483166741493,FoxNews,False,NBC->FoxNews,-0.19867586662780923,0.19867586662780923,83,14,False,False,False,True,False,False,False,False,False,politics
3660,https://www.nbcnews.com/news/latino/living-war-cuba-race-vaccinate-covid-surges-rcna1635,"'Living through a war': In Cuba, a race to vaccinate as Covid surges","'living through a war': in cuba, a race to vaccinate as covid surges",NBC,3,-0.24136212356130726,FoxNews,False,NBC->FoxNews,-0.19798315852170156,0.19798315852170156,68,13,True,False,False,False,False,True,True,False,False,world
3201,https://www.nbcnews.com/weather/hurricanes/debris-piles-remain-threat-hurricane-milto-rcna174685,"Despite last minute cleanup efforts, Helene's debris piles remain a threat during Hurricane Milton","despite last minute cleanup efforts, helene's debris piles remain a threat during hurricane milton",NBC,4,-0.24052575169500656,FoxNews,False,NBC->FoxNews,-0.19714678665540086,0.19714678665540086,98,15,True,False,False,False,False,False,False,False,False,other
716,https://www.foxnews.com/entertainment/king-charles-queen-camilla-reportedly-pulled-from-royal-outing-due-security-scare,"King Charles, Queen Camilla reportedly pulled from royal outing due to security scare","king charles, queen camilla reportedly pulled from royal outing due to security scare",FoxNews,4,0.15289020842285939,NBC,False,FoxNews->NBC,0.19626917346246509,0.19626917346246509,85,13,False,False,False,False,False,False,False,False,False,other
2157,https://www.nbcnews.com/politics/2024-election/facing-criticism-walled-harris-slowly-opens-door-media-interviews-rcna170152,"Facing criticism for being too walled off, Harris slowly opens the door to more media interviews","facing criticism for being too walled off, harris slowly opens the door to more media interviews",NBC,5,-0.2394832473385966,FoxNews,False,NBC->FoxNews,-0.1961042822989909,0.1961042822989909,96,16,False,False,False,False,False,False,False,False,False,other
609,https://www.foxnews.com/world/how-did-hezbollah-pager-explosions-happen-things-know,How did the Hezbollah pager explosions happen? 5 things to know,how did the hezbollah pager explosions happen? 5 things to know,FoxNews,5,0.151069083878431,NBC,False,FoxNews->NBC,0.1944480489180367,0.1944480489180367,63,11,False,True,True,False,False,False,False,False,False,other
3292,https://www.nbcnews.com/news/us-news/charges-beverly-hills-attack-jewish-couple-amount-life-prison-rcna129432,Charges in Beverly Hills attack on Jewish couple could amount to life in prison,charges in beverly hills attack on jewish couple could amount to life in prison,NBC,5,-0.237791447258628,FoxNews,False,NBC->FoxNews,-0.1944124822190223,0.1944124822190223,79,14,False,False,False,False,True,False,False,False,False,crime
1170,https://www.foxnews.com/entertainment/bob-dylan-museum-opening-in-tulsa,Bob Dylan museum opening in Tulsa,bob dylan museum opening in tulsa,FoxNews,1,0.1503068410521744,NBC,False,FoxNews->NBC,0.1936858060917801,0.1936858060917801,33,6,False,False,False,False,False,False,False,False,False,other
1332,https://www.foxnews.com/media/politico-says-harris-running-dream-economy-voters-arent-noticing,Politico says Harris is running on a 'dream economy' but voters aren't noticing,politico says harris is running on a 'dream economy' but voters aren't noticing,FoxNews,4,0.14941121285697578,NBC,False,FoxNews->NBC,0.19279017789658148,0.19279017789658148,79,14,True,False,False,False,False,False,False,True,False,business
3425,https://www.nbcnews.com/politics/2024-election/biden-touts-pact-act-milestone-focuses-pitch-veterans-rcna153357,Biden touts PACT Act milestone as he focuses his pitch on veterans,biden touts pact act milestone as he focuses his pitch on veterans,NBC,5,-0.23597403462453648,FoxNews,False,NBC->FoxNews,-0.19259506958493078,0.19259506958493078,66,12,False,False,False,True,False,False,False,False,False,politics
470,https://www.foxnews.com/politics/judge-rules-montana-law-defining-sex-only-male-female-unconstitutional,Judge rules Montana law defining sex as only male or female is unconstitutional,judge rules montana law defining sex as only male or female is unconstitutional,FoxNews,2,0.1490561096354035,NBC,False,FoxNews->NBC,0.1924350746750092,0.1924350746750092,79,13,False,False,False,True,False,False,False,False,False,politics
2581,https://www.nbcnews.com/news/world/china-national-peoples-congress-premier-news-conference-scrapped-rcna141592,China scraps premier’s conference in surprise move ahead of big annual meeting,china scraps premier's conference in surprise move ahead of big annual meeting,NBC,1,-0.23481817411136818,FoxNews,False,NBC->FoxNews,-0.19143920907176248,0.19143920907176248,78,13,False,False,False,False,False,True,False,False,False,world
1370,https://www.foxnews.com/food-drink/10-restaurants-best-best-us-says-tripadvisor,"These 10 restaurants are considered the 'best of the best' in the US, says Tripadvisor","these 10 restaurants are considered the 'best of the best' in the us, says tripadvisor",FoxNews,3,0.1463780753958126,NBC,False,FoxNews->NBC,0.1897570404354183,0.1897570404354183,86,15,True,False,True,False,False,False,False,False,False,other
485,https://www.foxnews.com/politics/litigation-minefield-georgia-republicans-readying-post-election-legal-strategy.print,Georgia Republicans readying post election legal strategy,georgia republicans readying post election legal strategy,FoxNews,4,0.1459287390854952,NBC,False,FoxNews->NBC,0.1893077041251009,0.1893077041251009,57,7,False,False,False,True,False,False,False,False,False,politics
197,https://www.foxnews.com/politics/supreme-court-overturns-roe-v-wade-dobbs-v-jackson-womens-health-organization,Supreme Court overturns Roe v. Wade in landmark abortion decision,supreme court overturns roe v. wade in landmark abortion decision,FoxNews,3,0.14571277336443988,NBC,False,FoxNews->NBC,0.18909173840404558,0.18909173840404558,65,10,False,False,False,True,False,False,False,False,False,politics
1471,https://www.foxnews.com/lifestyle/ahead-holidays-build-charcuterie-boards-festive,"Ahead of the holidays, here's how to build charcuterie boards that are 'super festive'","ahead of the holidays, here's how to build charcuterie boards that are 'super festive'",FoxNews,5,0.14509002843255825,NBC,False,FoxNews->NBC,0.18846899347216395,0.18846899347216395,86,15,True,False,False,False,False,False,False,False,False,other
3526,https://www.nbcnews.com/select/shopping/best-lumbar-support-pillows-rcna142358,"If you sit in a chair all day, these lumbar support pillows will save your lower back","if you sit in a chair all day, these lumbar support pillows will save your lower back",NBC,1,-0.23160544325976518,FoxNews,False,NBC->FoxNews,-0.18822647822015948,0.18822647822015948,85,17,False,False,False,False,False,False,False,False,False,other
3043,https://www.nbcnews.com/politics/congress/holding-photos-deceased-children-parents-lobby-congress-pass-online-sa-rcna136835,"Holding photos of their deceased children, parents lobby Congress to pass online safety legislation","holding photos of their deceased children, parents lobby congress to pass online safety legislation",NBC,1,-0.2309236002308388,FoxNews,False,NBC->FoxNews,-0.1875446351912331,0.1875446351912331,99,14,False,False,False,True,False,False,False,False,False,politics
1307,https://www.foxnews.com/politics/kamala-harris-presidential-campaign-raises-nearly-50-million-since-biden-endorsement,Kamala Harris' presidential campaign raises nearly $50 million since Biden endorsement,kamala harris' presidential campaign raises nearly $50 million since biden endorsement,FoxNews,1,0.14230289296121956,NBC,False,FoxNews->NBC,0.18568185800082526,0.18568185800082526,86,11,True,False,True,True,False,False,False,False,False,politics
3120,https://www.nbcnews.com/news/us-news/iowa-meteorologist-quitting-tv-cites-ptsd-death-threat-climate-change-rcna90791,"Iowa meteorologist quitting TV, cites PTSD from death threat over climate change coverage","iowa meteorologist quitting tv, cites ptsd from death threat over climate change coverage",NBC,1,-0.22833727992797548,FoxNews,False,NBC->FoxNews,-0.18495831488836978,0.18495831488836978,89,13,False,False,False,False,True,False,False,False,True,crime
2233,https://www.nbcnews.com/tech/social-media/trump-logan-paul-podcast-interview-video-youtube-rcna157193,Trump appears on YouTuber Logan Paul’s podcast in a bid for young voters,trump appears on youtuber logan paul's podcast in a bid for young voters,NBC,3,-0.22787594223171137,FoxNews,False,NBC->FoxNews,-0.18449697719210567,0.18449697719210567,72,14,False,False,False,True,False,False,False,False,False,politics
1812,https://www.foxnews.com/politics/absentee-voting-kicks-off-missouri-north-carolina,"Absentee voting kicks off in Missouri, North Carolina","absentee voting kicks off in missouri, north carolina",FoxNews,4,0.1410637872268743,NBC,False,FoxNews->NBC,0.18444275226648,0.18444275226648,53,8,False,False,False,False,False,False,False,False,False,other
3620,https://www.nbcnews.com/politics/2024-election/republican-sam-brown-swings-away-nevada-senate-debate-polling-deficit-rcna175967,Republican Sam Brown swings away in Nevada Senate debate amid polling deficit,republican sam brown swings away in nevada senate debate amid polling deficit,NBC,3,-0.22620212204889145,FoxNews,False,NBC->FoxNews,-0.18282315700928575,0.18282315700928575,77,12,False,False,False,True,False,False,False,False,False,politics
966,https://www.foxnews.com/health/father-created-drug-save-his-son-from-rare-disease-now-other-families-desperate-get.print,"Father created a drug to save his son from a rare disease, now other families are desperate to get it","father created a drug to save his son from a rare disease, now other families are desperate to get it",FoxNews,3,0.13927387040611028,NBC,False,FoxNews->NBC,0.18265283544571598,0.18265283544571598,101,20,False,False,False,False,False,False,True,False,False,health
189,https://www.foxnews.com/politics/how-long-kamala-harris-honeymoon-polls-against-donald-trump-last,How long will the Kamala Harris honeymoon in the polls against Donald Trump last?,how long will the kamala harris honeymoon in the polls against donald trump last?,FoxNews,4,0.1389214468190486,NBC,False,FoxNews->NBC,0.1823004118586543,0.1823004118586543,81,14,False,True,False,True,False,False,False,False,False,politics
2819,https://www.nbcnews.com/politics/2024-election/georgia-election-board-votes-ballots-hand-counted-rcna172015,Georgia election board votes to require ballots be hand counted in November,georgia election board votes to require ballots be hand counted in november,NBC,5,-0.22553140854959164,FoxNews,False,NBC->FoxNews,-0.18215244350998594,0.18215244350998594,75,12,False,False,False,True,False,False,False,False,False,politics
2677,https://www.nbcnews.com/politics/2024-election/biden-privately-remains-torn-defiance-acceptance-debate-rcna160274,Biden privately remains torn between defiance and acceptance amid calls to step aside,biden privately remains torn between defiance and acceptance amid calls to step aside,NBC,3,-0.2216930516043889,FoxNews,False,NBC->FoxNews,-0.1783140865647832,0.1783140865647832,85,13,False,False,False,True,False,False,False,False,False,politics
1136,https://www.foxnews.com/world/four-american-hostages-remain-hamas-captivity-year-after-oct-7-massacre.print,Four American hostages remain in Hamas captivity a year after Oct. 7 massacre,four american hostages remain in hamas captivity a year after oct. 7 massacre,FoxNews,3,0.13376708565629558,NBC,False,FoxNews->NBC,0.17714605069590128,0.17714605069590128,77,13,False,False,True,False,False,False,False,False,False,other
3738,https://www.nbcnews.com/news/latino/goldman-environmental-prize-awarded-latina-organizer-fighting-air-poll-rcna149449,Goldman Environmental Prize awarded to Latina organizer fighting air pollution crisis,goldman environmental prize awarded to latina organizer fighting air pollution crisis,NBC,2,-0.21912131493003706,FoxNews,False,NBC->FoxNews,-0.17574234989043136,0.17574234989043136,85,11,False,False,False,False,False,False,False,False,False,other
1280,https://www.foxnews.com/world/britons-cast-votes-heavily-anticipated-uk-parliamentary-election,Britons cast their votes in heavily anticipated UK parliamentary election,britons cast their votes in heavily anticipated uk parliamentary election,FoxNews,2,0.13095861394874286,NBC,False,FoxNews->NBC,0.17433757898834856,0.17433757898834856,73,10,False,False,False,True,False,False,False,False,False,politics
673,https://www.foxnews.com/politics/doj-claims-cant-release-biden-hur-interview-due-threat-ai-deepfakes,DOJ claims it can't release Biden Hur interview due to threat of AI deepfakes,doj claims it can't release biden hur interview due to threat of ai deepfakes,FoxNews,3,0.12870730623262205,NBC,False,FoxNews->NBC,0.17208627127222775,0.17208627127222775,77,15,True,False,False,True,False,False,False,False,False,politics
3532,https://www.nbcnews.com/news/latino/three-kings-day-still-big-these-latino-households-despite-santa-n1110076,"Three Kings Day is big in these Latino households, despite Santa's pull","three kings day is big in these latino households, despite santa's pull",NBC,4,-0.214390302947421,FoxNews,False,NBC->FoxNews,-0.1710113379078153,0.1710113379078153,71,13,True,False,False,False,False,False,False,False,False,other
